application_id,county,program,application_date,age,application_stage,status,completion_status,reason_not_enrolled,cohort_year,Applied,Screened,Interviewed,Enrolled,Drop-off Stage
PTG-116323,Kisumu,STEM Cafe Kenya,2022-10-28,18,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2022,Yes,Yes,No,No,Screening Drop-off
PTG-107528,Kisumu,STEM Cafe Kenya,2026-02-08,18,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2026,Yes,No,No,No,Application Drop-off
PTG-103390,Lamu,Africa Code Week,2020-11-27,19,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Ineligible (age/criteria),2020,Yes,No,No,No,Application Drop-off
PTG-112862,Nakuru,Mombasa Girls in STEM,2022-11-25,22,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2022,Yes,No,No,No,Application Drop-off
PTG-103875,Mombasa,Africa Code Week,2017-08-22,22,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2017,Yes,No,No,No,Application Drop-off
PTG-112873,Mombasa,STEM Cafe Kenya,2021-02-23,21,Enrolled,Enrolled,Completed,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-108721,Kisumu,STEM Cafe Kenya,2020-04-23,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2020,Yes,Yes,Yes,Yes,Enrolled
PTG-100846,Mombasa,Technovation,2022-02-13,23,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Device unavailable,2022,Yes,Yes,Yes,No,Interview Drop-off
PTG-100158,Mombasa,Django Girls,2018-02-27,24,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2018,Yes,Yes,Yes,Yes,Enrolled
PTG-102041,Mombasa,Django Girls,2015-09-17,22,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2015,Yes,Yes,No,No,Screening Drop-off
PTG-102346,Mombasa,STEM Cafe Kenya,2022-07-24,26,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2022,Yes,Yes,Yes,Yes,Enrolled
PTG-107848,Kisumu,Codehack,2019-02-08,21,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2019,Yes,Yes,No,No,Screening Drop-off
PTG-103031,Mombasa,Mombasa Girls in STEM,2017-11-12,23,Enrolled,Enrolled,In Progress,N/A - Enrolled,2017,Yes,Yes,Yes,Yes,Enrolled
PTG-113572,Mombasa,STEM Cafe Kenya,2023-08-01,23,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2023,Yes,Yes,No,No,Screening Drop-off
PTG-102837,Mombasa,Technovation,2020-10-31,23,Interviewed - Not Enrolled,Rejected,Not Enrolled,Ineligible (age/criteria),2020,Yes,Yes,Yes,No,Interview Drop-off
PTG-110350,Nairobi,Codehack,2025-10-12,18,Enrolled,Enrolled,Completed,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-108339,Nairobi,STEM Cafe Kenya,2019-01-28,19,Applied Only - No Further Progress,Rejected,Not Enrolled,Failed screening,2019,Yes,No,No,No,Application Drop-off
PTG-111955,Mombasa,STEM Cafe Kenya,2020-09-18,17,Interviewed - Not Enrolled,Rejected,Not Enrolled,Ineligible (age/criteria),2020,Yes,Yes,Yes,No,Interview Drop-off
PTG-113603,Mombasa,Django Girls,2015-04-26,17,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Not Specified,2015,Yes,Yes,Yes,No,Interview Drop-off
PTG-101393,Mombasa,STEM Cafe Kenya,2019-02-19,19,Enrolled,Enrolled,In Progress,N/A - Enrolled,2019,Yes,Yes,Yes,Yes,Enrolled
PTG-119080,Mombasa,STEM Cafe Kenya,2025-03-09,24,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Applicant withdrew,2025,Yes,No,No,No,Application Drop-off
PTG-100727,Nairobi,Africa Code Week,2020-05-22,21,Enrolled,Enrolled,Completed,N/A - Enrolled,2020,Yes,Yes,Yes,Yes,Enrolled
PTG-101677,Mombasa,STEM Cafe Kenya,2022-05-11,25,Enrolled,Enrolled,Completed,N/A - Enrolled,2022,Yes,Yes,Yes,Yes,Enrolled
PTG-100524,Lamu,Codehack,2021-12-18,22,Enrolled,Enrolled,Completed,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-100244,Kisumu,Codehack,2023-09-06,17,Interviewed - Not Enrolled,Rejected,Not Enrolled,No trainer capacity,2023,Yes,Yes,Yes,No,Interview Drop-off
PTG-108523,Nakuru,Africa Code Week,2021-04-10,21,Interviewed - Not Enrolled,Rejected,Not Enrolled,No trainer capacity,2021,Yes,Yes,Yes,No,Interview Drop-off
PTG-112529,Nairobi,Mombasa Girls in STEM,2024-04-22,21,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Session full / capacity reached,2024,Yes,Yes,Yes,No,Interview Drop-off
PTG-103560,Nakuru,Codehack,2021-03-26,17,Enrolled,Enrolled,In Progress,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-102037,Nakuru,Django Girls,2025-02-04,17,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2025,Yes,Yes,No,No,Screening Drop-off
PTG-110117,Kisumu,Mombasa Girls in STEM,2017-07-09,24,Enrolled,Enrolled,Completed,N/A - Enrolled,2017,Yes,Yes,Yes,Yes,Enrolled
PTG-111088,Nakuru,Codehack,2016-08-24,21,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2016,Yes,Yes,Yes,Yes,Enrolled
PTG-116531,Nakuru,Mombasa Girls in STEM,2025-08-19,19,Enrolled,Enrolled,Completed,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-119620,Nairobi,STEM Cafe Kenya,2023-08-25,17,Screened - Not Interviewed,Rejected,Not Enrolled,Ineligible (age/criteria),2023,Yes,Yes,No,No,Screening Drop-off
PTG-107055,Mombasa,Django Girls,2025-11-10,17,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Device unavailable,2025,Yes,Yes,Yes,No,Interview Drop-off
PTG-113277,Nakuru,Django Girls,2025-06-12,22,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2025,Yes,No,No,No,Application Drop-off
PTG-112656,Mombasa,Mombasa Girls in STEM,2017-07-16,21,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2017,Yes,No,No,No,Application Drop-off
PTG-106204,Mombasa,STEM Cafe Kenya,2019-01-15,19,Interviewed - Not Enrolled,Rejected,Not Enrolled,Session full / capacity reached,2019,Yes,Yes,Yes,No,Interview Drop-off
PTG-109703,Nakuru,Codehack,2022-11-05,18,Enrolled,Enrolled,Completed,N/A - Enrolled,2022,Yes,Yes,Yes,Yes,Enrolled
PTG-118650,Mombasa,Africa Code Week,2023-07-11,20,Applied Only - No Further Progress,Rejected,Not Enrolled,Failed screening,2023,Yes,No,No,No,Application Drop-off
PTG-113025,Kisumu,STEM Cafe Kenya,2022-01-22,18,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2022,Yes,No,No,No,Application Drop-off
PTG-119003,Kisumu,STEM Cafe Kenya,2025-07-14,22,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2025,Yes,No,No,No,Application Drop-off
PTG-105087,Lamu,Technovation,2021-11-09,17,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2021,Yes,Yes,No,No,Screening Drop-off
PTG-111476,Kisumu,Codehack,2025-06-07,21,Interviewed - Not Enrolled,Rejected,Not Enrolled,Device unavailable,2025,Yes,Yes,Yes,No,Interview Drop-off
PTG-101627,Nakuru,Mombasa Girls in STEM,2017-08-03,19,Enrolled,Enrolled,Completed,N/A - Enrolled,2017,Yes,Yes,Yes,Yes,Enrolled
PTG-100079,Nairobi,Django Girls,2025-04-18,25,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2025,Yes,No,No,No,Application Drop-off
PTG-100903,Nairobi,STEM Cafe Kenya,2022-04-02,22,Enrolled,Enrolled,Completed,N/A - Enrolled,2022,Yes,Yes,Yes,Yes,Enrolled
PTG-106137,Mombasa,Mombasa Girls in STEM,2026-02-12,23,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Applicant withdrew,2026,Yes,No,No,No,Application Drop-off
PTG-112639,Mombasa,STEM Cafe Kenya,2019-06-01,26,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2019,Yes,Yes,No,No,Screening Drop-off
PTG-115095,Nairobi,Codehack,2025-01-11,20,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-101977,Mombasa,STEM Cafe Kenya,2024-12-31,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2024,Yes,Yes,Yes,Yes,Enrolled
PTG-120191,Nairobi,Technovation,2021-11-28,23,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2021,Yes,No,No,No,Application Drop-off
PTG-100353,Mombasa,Codehack,2020-04-14,18,Interviewed - Not Enrolled,Rejected,Not Enrolled,Session full / capacity reached,2020,Yes,Yes,Yes,No,Interview Drop-off
PTG-110590,Nairobi,Codehack,2023-08-21,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Applicant withdrew,2023,Yes,No,No,No,Application Drop-off
PTG-106442,Mombasa,STEM Cafe Kenya,2023-04-06,18,Screened - Not Interviewed,Rejected,Not Enrolled,Applicant withdrew,2023,Yes,Yes,No,No,Screening Drop-off
PTG-105279,Mombasa,Africa Code Week,2021-09-09,28,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2021,Yes,Yes,No,No,Screening Drop-off
PTG-105393,Mombasa,Technovation,2025-01-04,20,Applied Only - No Further Progress,Rejected,Not Enrolled,Session full / capacity reached,2025,Yes,No,No,No,Application Drop-off
PTG-118639,Nakuru,Africa Code Week,2015-03-26,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2015,Yes,Yes,Yes,Yes,Enrolled
PTG-112606,Nairobi,STEM Cafe Kenya,2022-05-18,23,Screened - Not Interviewed,Rejected,Not Enrolled,Applicant withdrew,2022,Yes,Yes,No,No,Screening Drop-off
PTG-103274,Mombasa,Mombasa Girls in STEM,2018-05-24,18,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2018,Yes,No,No,No,Application Drop-off
PTG-109743,Mombasa,STEM Cafe Kenya,2022-03-27,23,Enrolled,Enrolled,Completed,N/A - Enrolled,2022,Yes,Yes,Yes,Yes,Enrolled
PTG-112805,Nairobi,Django Girls,2024-08-28,22,Enrolled,Enrolled,Completed,N/A - Enrolled,2024,Yes,Yes,Yes,Yes,Enrolled
PTG-117319,Mombasa,Django Girls,2020-02-23,17,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Applicant withdrew,2020,Yes,Yes,Yes,No,Interview Drop-off
PTG-117563,Mombasa,Technovation,2026-03-31,21,Enrolled,Enrolled,Completed,N/A - Enrolled,2026,Yes,Yes,Yes,Yes,Enrolled
PTG-114411,Kisumu,Mombasa Girls in STEM,2019-01-27,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2019,Yes,Yes,Yes,Yes,Enrolled
PTG-112568,Lamu,Django Girls,2022-04-07,21,Screened - Not Interviewed,Rejected,Not Enrolled,Ineligible (age/criteria),2022,Yes,Yes,No,No,Screening Drop-off
PTG-101879,Nakuru,Codehack,2018-09-18,22,Enrolled,Enrolled,Completed,N/A - Enrolled,2018,Yes,Yes,Yes,Yes,Enrolled
PTG-100429,Nakuru,Africa Code Week,2026-04-20,19,Screened - Not Interviewed,Rejected,Not Enrolled,Applicant withdrew,2026,Yes,Yes,No,No,Screening Drop-off
PTG-119749,Kisumu,Technovation,2016-11-09,17,Screened - Not Interviewed,Rejected,Not Enrolled,Ineligible (age/criteria),2016,Yes,Yes,No,No,Screening Drop-off
PTG-103151,Nairobi,Mombasa Girls in STEM,2020-09-08,21,Applied Only - No Further Progress,Rejected,Not Enrolled,Ineligible (age/criteria),2020,Yes,No,No,No,Application Drop-off
PTG-116614,Nairobi,Codehack,2024-10-06,17,Applied Only - No Further Progress,Rejected,Not Enrolled,Applicant withdrew,2024,Yes,No,No,No,Application Drop-off
PTG-101855,Nairobi,Technovation,2025-06-29,24,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2025,Yes,No,No,No,Application Drop-off
PTG-109750,Mombasa,Mombasa Girls in STEM,2025-08-19,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-117550,Mombasa,STEM Cafe Kenya,2019-12-28,21,Enrolled,Enrolled,Completed,N/A - Enrolled,2019,Yes,Yes,Yes,Yes,Enrolled
PTG-114318,Nairobi,Django Girls,2026-05-13,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2026,Yes,Yes,Yes,Yes,Enrolled
PTG-100430,Kisumu,Codehack,2019-10-15,21,Screened - Not Interviewed,Rejected,Not Enrolled,Ineligible (age/criteria),2019,Yes,Yes,No,No,Screening Drop-off
PTG-118958,Kisumu,Africa Code Week,2022-07-11,22,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2022,Yes,Yes,No,No,Screening Drop-off
PTG-118620,Nakuru,STEM Cafe Kenya,2015-12-23,18,Enrolled,Enrolled,Completed,N/A - Enrolled,2015,Yes,Yes,Yes,Yes,Enrolled
PTG-102887,Nairobi,Africa Code Week,2023-12-23,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2023,Yes,Yes,Yes,Yes,Enrolled
PTG-115739,Kisumu,Mombasa Girls in STEM,2019-08-24,19,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,No trainer capacity,2019,Yes,Yes,Yes,No,Interview Drop-off
PTG-114410,Nairobi,Django Girls,2018-09-04,19,Enrolled,Enrolled,Completed,N/A - Enrolled,2018,Yes,Yes,Yes,Yes,Enrolled
PTG-100066,Lamu,STEM Cafe Kenya,2026-02-28,25,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2026,Yes,Yes,Yes,Yes,Enrolled
PTG-114364,Mombasa,Django Girls,2025-03-13,22,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2025,Yes,No,No,No,Application Drop-off
PTG-100825,Mombasa,Django Girls,2024-11-08,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2024,Yes,Yes,Yes,Yes,Enrolled
PTG-118586,Nakuru,Codehack,2018-03-23,23,Enrolled,Enrolled,Completed,N/A - Enrolled,2018,Yes,Yes,Yes,Yes,Enrolled
PTG-117060,Kisumu,Codehack,2023-09-25,26,Applied Only - No Further Progress,Rejected,Not Enrolled,Applicant withdrew,2023,Yes,No,No,No,Application Drop-off
PTG-102846,Kisumu,Africa Code Week,2021-07-25,22,Enrolled,Enrolled,Completed,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-119597,Mombasa,Django Girls,2021-04-06,19,Enrolled,Enrolled,Completed,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-116675,Mombasa,STEM Cafe Kenya,2018-03-23,23,Enrolled,Enrolled,Completed,N/A - Enrolled,2018,Yes,Yes,Yes,Yes,Enrolled
PTG-103263,Mombasa,Technovation,2022-04-01,19,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2022,Yes,Yes,No,No,Screening Drop-off
PTG-110024,Kisumu,STEM Cafe Kenya,2022-07-01,21,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2022,Yes,Yes,Yes,Yes,Enrolled
PTG-101003,Mombasa,STEM Cafe Kenya,2023-11-28,18,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2023,Yes,Yes,Yes,Yes,Enrolled
PTG-106522,Nairobi,STEM Cafe Kenya,2024-08-27,22,Enrolled,Enrolled,Completed,N/A - Enrolled,2024,Yes,Yes,Yes,Yes,Enrolled
PTG-101651,Nairobi,STEM Cafe Kenya,2025-08-01,17,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2025,Yes,Yes,No,No,Screening Drop-off
PTG-110920,Nairobi,Africa Code Week,2025-03-07,23,Applied Only - No Further Progress,Withdrawn,Not Enrolled,No trainer capacity,2025,Yes,No,No,No,Application Drop-off
PTG-115934,Nakuru,STEM Cafe Kenya,2025-03-16,18,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2025,Yes,No,No,No,Application Drop-off
PTG-101168,Nairobi,Mombasa Girls in STEM,2015-04-30,17,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2015,Yes,Yes,No,No,Screening Drop-off
PTG-111997,Nakuru,STEM Cafe Kenya,2019-11-21,22,Interviewed - Not Enrolled,Rejected,Not Enrolled,Failed screening,2019,Yes,Yes,Yes,No,Interview Drop-off
PTG-107200,Nakuru,Africa Code Week,2019-04-10,17,Screened - Not Interviewed,Rejected,Not Enrolled,Failed screening,2019,Yes,Yes,No,No,Screening Drop-off
PTG-111685,Mombasa,Django Girls,2024-08-11,23,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2024,Yes,Yes,No,No,Screening Drop-off
PTG-103118,Nakuru,Mombasa Girls in STEM,2025-12-31,23,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,No trainer capacity,2025,Yes,Yes,Yes,No,Interview Drop-off
PTG-115937,Nairobi,Codehack,2024-08-08,22,Enrolled,Enrolled,Completed,N/A - Enrolled,2024,Yes,Yes,Yes,Yes,Enrolled
PTG-106940,Nairobi,Africa Code Week,2025-11-06,17,Applied Only - No Further Progress,Rejected,Not Enrolled,Not Specified,2025,Yes,No,No,No,Application Drop-off
PTG-118582,Kisumu,Codehack,2024-10-07,22,Applied Only - No Further Progress,Rejected,Not Enrolled,Session full / capacity reached,2024,Yes,No,No,No,Application Drop-off
PTG-113991,Lamu,Africa Code Week,2024-10-23,23,Applied Only - No Further Progress,Rejected,Not Enrolled,Ineligible (age/criteria),2024,Yes,No,No,No,Application Drop-off
PTG-110742,Mombasa,Mombasa Girls in STEM,2024-12-30,18,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2024,Yes,No,No,No,Application Drop-off
PTG-101407,Mombasa,Codehack,2025-12-02,21,Enrolled,Enrolled,Completed,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-118701,Mombasa,Mombasa Girls in STEM,2019-04-21,27,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2019,Yes,Yes,Yes,Yes,Enrolled
PTG-109737,Nairobi,Codehack,2023-08-26,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2023,Yes,Yes,Yes,Yes,Enrolled
PTG-116824,Nakuru,Technovation,2021-04-01,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2021,Yes,No,No,No,Application Drop-off
PTG-104984,Mombasa,STEM Cafe Kenya,2023-12-19,19,Enrolled,Enrolled,Completed,N/A - Enrolled,2023,Yes,Yes,Yes,Yes,Enrolled
PTG-100743,Nakuru,Technovation,2021-04-13,20,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2021,Yes,No,No,No,Application Drop-off
PTG-106853,Mombasa,STEM Cafe Kenya,2025-07-18,20,Enrolled,Enrolled,In Progress,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-116628,Nakuru,Technovation,2019-08-17,21,Applied Only - No Further Progress,Rejected,Not Enrolled,Session full / capacity reached,2019,Yes,No,No,No,Application Drop-off
PTG-102373,Mombasa,STEM Cafe Kenya,2023-09-13,22,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Ineligible (age/criteria),2023,Yes,No,No,No,Application Drop-off
PTG-117304,Lamu,Codehack,2026-02-20,21,Interviewed - Not Enrolled,Rejected,Not Enrolled,Device unavailable,2026,Yes,Yes,Yes,No,Interview Drop-off
PTG-109732,Nairobi,Django Girls,2021-11-17,22,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2021,Yes,Yes,No,No,Screening Drop-off
PTG-109684,Nairobi,Codehack,2026-01-21,26,Screened - Not Interviewed,Rejected,Not Enrolled,Applicant withdrew,2026,Yes,Yes,No,No,Screening Drop-off
PTG-103903,Nairobi,STEM Cafe Kenya,2024-12-31,19,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2024,Yes,No,No,No,Application Drop-off
PTG-104996,Nairobi,Mombasa Girls in STEM,2020-07-16,19,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2020,Yes,No,No,No,Application Drop-off
PTG-110251,Nakuru,Technovation,2020-01-31,19,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2020,Yes,No,No,No,Application Drop-off
PTG-104346,Kisumu,Django Girls,2026-05-27,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2026,Yes,No,No,No,Application Drop-off
PTG-101370,Kisumu,Codehack,2020-04-29,24,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2020,Yes,No,No,No,Application Drop-off
PTG-114178,Kisumu,STEM Cafe Kenya,2026-02-10,19,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2026,Yes,No,No,No,Application Drop-off
PTG-101451,Kisumu,STEM Cafe Kenya,2026-03-01,19,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2026,Yes,Yes,No,No,Screening Drop-off
PTG-104363,Mombasa,Codehack,2017-04-16,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Applicant withdrew,2017,Yes,No,No,No,Application Drop-off
PTG-113789,Mombasa,Django Girls,2023-05-28,22,Enrolled,Enrolled,Completed,N/A - Enrolled,2023,Yes,Yes,Yes,Yes,Enrolled
PTG-100454,Mombasa,STEM Cafe Kenya,2021-07-01,19,Applied Only - No Further Progress,Rejected,Not Enrolled,Session full / capacity reached,2021,Yes,No,No,No,Application Drop-off
PTG-103103,Nairobi,Codehack,2016-05-18,18,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Ineligible (age/criteria),2016,Yes,No,No,No,Application Drop-off
PTG-116901,Nakuru,STEM Cafe Kenya,2022-12-03,22,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Device unavailable,2022,Yes,Yes,Yes,No,Interview Drop-off
PTG-113749,Mombasa,Mombasa Girls in STEM,2018-11-01,21,Applied Only - No Further Progress,Withdrawn,Not Enrolled,No trainer capacity,2018,Yes,No,No,No,Application Drop-off
PTG-100020,Mombasa,STEM Cafe Kenya,2020-11-04,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Ineligible (age/criteria),2020,Yes,No,No,No,Application Drop-off
PTG-100446,Nakuru,STEM Cafe Kenya,2022-07-06,22,Interviewed - Not Enrolled,Rejected,Not Enrolled,No trainer capacity,2022,Yes,Yes,Yes,No,Interview Drop-off
PTG-118132,Mombasa,Codehack,2019-04-13,19,Enrolled,Enrolled,Completed,N/A - Enrolled,2019,Yes,Yes,Yes,Yes,Enrolled
PTG-113080,Lamu,Mombasa Girls in STEM,2019-10-18,23,Screened - Not Interviewed,Rejected,Not Enrolled,Failed screening,2019,Yes,Yes,No,No,Screening Drop-off
PTG-111773,Mombasa,Django Girls,2024-08-04,18,Interviewed - Not Enrolled,Rejected,Not Enrolled,Applicant withdrew,2024,Yes,Yes,Yes,No,Interview Drop-off
PTG-116440,Nakuru,Africa Code Week,2021-01-01,22,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2021,Yes,Yes,No,No,Screening Drop-off
PTG-112572,Mombasa,Django Girls,2023-11-28,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2023,Yes,Yes,Yes,Yes,Enrolled
PTG-112394,Mombasa,Codehack,2016-05-01,23,Enrolled,Enrolled,Completed,N/A - Enrolled,2016,Yes,Yes,Yes,Yes,Enrolled
PTG-107908,Mombasa,Codehack,2025-10-22,17,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-115942,Mombasa,Mombasa Girls in STEM,2015-11-13,20,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Device unavailable,2015,Yes,Yes,Yes,No,Interview Drop-off
PTG-104671,Lamu,STEM Cafe Kenya,2023-06-25,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2023,Yes,No,No,No,Application Drop-off
